ID,Approved
APPA70109647212,0.01058990561
APPB10687939341,0.0257008015498
APPC80449411414,0.00901058332146
APPD30665094501,0.00895533197362
APPE80379821637,0.0110440360637
APPF90611935733,0.00990373812286
APPG20993415813,0.0164419365292
APPH30656456927,0.0104728950549
APPI70297912043,0.00982989919683
APPJ50119937105,0.0121243378129
APPK30106042233,0.0161047380222
APPL40962417345,0.0089114996976
APPM90265624408,0.00945991286133
APPN80816878501,0.0119586678404
APPO80036467625,0.00952108315298
APPP70300016724,0.0138895913768
APPQ20714935844,0.0200703435106
APPR10725816917,0.0168585565849
APPT80995817106,0.00898296703166
APPU10455032232,0.00991758933495
APPV20523998348,0.00911823745102
APPW70096327441,0.011363415428
APPX50146048546,0.0184702029468
APPY80200205609,0.00997842021278
APPZ70268239711,0.0106117145759
APPB10908859928,0.0110510603318
APPC60646419006,0.00949525412032
APPD70986505145,0.0107230796588
APPE40974536227,0.008938778047
APPF80212605331,0.0191122126184
APPG70118514422,0.0330197821789
APPH60330147508,0.00957825232129
APPI70857836611,0.0151452521668
APPL20333186904,0.0251756639043
APPM70580221014,0.0106342604723
APPN30606238135,0.0100624655755
APPQ60782014415,0.00865834760632
APPT80140966721,0.0176958581118
APPU80930365832,0.0101994005714
APPV80124518928,0.00899350769407
APPW90476067036,0.00957243062338
APPX90531514107,0.0172300809712
APPY80613652222,0.0171880244973
APPA60775566448,0.0127556257953
APPC70771774625,0.011127466759
APPF80168055929,0.0146362333067
APPG50757073027,0.0149623119101
APPH30859115106,0.0122250520679
APPJ10885387332,0.00857631764584
APPK40949346408,0.0109671448835
APPL60776142522,0.0106137565483
APPN50729023734,0.0147699871423
APPP70407207923,0.0158640840507
APPR40227782118,0.0205833969574
APPV80504514517,0.0123005240686
APPW80566048613,0.0131111539379
APPX80187469727,0.0125988593518
APPZ30260508907,0.0088558475947
APPA50518171015,0.0144639495782
APPB40882474103,0.0111146168547
APPC60427976226,0.0235880895939
APPD90513037337,0.00984473441432
APPG50800243623,0.0448021574133
APPH10433332748,0.0169746544766
APPI40348921805,0.0188023184817
APPJ80439618906,0.00952039174927
APPK30634359001,0.00898365425579
APPL40047305118,0.0154100539838
APPM70985326241,0.0104167566432
APPN20760216327,0.0130439310715
APPO10519239445,0.00896666090019
APPP70822536506,0.0128979874626
APPQ10182368643,0.0137735507004
APPR30764178704,0.0123557668831
APPS60446465843,0.00851006086895
APPT20264132924,0.0147796561321
APPV90184745108,0.0253282311105
APPX70050373318,0.00898994759524
APPY80240353432,0.0252223247445
APPZ80848953507,0.00873037404371
APPD10500401933,0.010282752646
APPE10200701029,0.0187751789873
APPF90094523116,0.0112961574222
APPG60519369247,0.0105536848363
APPH70673564343,0.00903747511559
APPI10312387415,0.0139260290592
APPJ20310967521,0.0105564961056
APPK80886344639,0.00891845432841
APPM60863037811,0.010268702536
APPN50560289924,0.00869511502003
APPO70832217022,0.0119535535692
APPP60583131103,0.0227423120223
APPR30748409317,0.0122471821263
APPS10305693407,0.00897795277464
APPT10792153527,0.0196134005625
APPU80979985636,0.0197739638346
APPW90127018832,0.0204121303208
APPX40629447906,0.0258033229111
APPZ20101292145,0.0147470462102
APPB10848417338,0.012945575196
APPC40239663433,0.0146579823952
APPD20097051518,0.052884030577
APPE50963262622,0.00885646033553
APPF90075697702,0.0133592335329
APPH10711077908,0.0110019084213
APPI90021288035,0.00893234529019
APPJ80748148121,0.00896028668739
APPK10288641218,0.0188780124264
APPL90732086337,0.0138814248134
APPM70990842401,0.012593215149
APPN80617857512,0.00896598561514
APPO50383745617,0.00899909316093
APPP60172178734,0.00905928973635
APPR10764977942,0.0480738296244
APPT10480648139,0.0257548767028
APPU60453258232,0.0122442345197
APPX90855367529,0.0384557504396
APPY50250927615,0.00918001764197
APPZ70422039734,0.0127993819045
APPA30393886847,0.0212880996021
APPB50127764908,0.0136428407378
APPC10119469018,0.0146754838032
APPD90858748146,0.00895853954589
APPE30664988236,0.0473653590084
APPF20625877301,0.0150540764459
APPH30151345509,0.0106517017679
APPI50441679612,0.00898714799052
APPJ30361269731,0.0153186117807
APPL80614874904,0.00896197265767
APPM50228117025,0.0136949624836
APPN70012683119,0.0153256573554
APPO90770468211,0.0211444353875
APPP10156766334,0.0122716255846
APPQ40631778427,0.00897871325885
APPR70506299542,0.0307114487628
APPS70665146644,0.0116285773385
APPT70349004743,0.00882008298872
APPU30993402848,0.0352490415521
APPW20622431049,0.00910764082501
APPY20361501233,0.0121777585342
APPZ10238963306,0.0112871311776
APPA30874904437,0.0109237291772
APPB80692747529,0.0202463629826
APPC30041629643,0.00900427114419
APPD30315929734,0.0164887034781
APPE10332383835,0.00944093876444
APPF50037929916,0.0195940899135
APPG10834503041,0.0208028308517
APPH40967627122,0.0172911056431
APPI70312298206,0.00896597026592
APPJ70743728327,0.0115991100126
APPK30679331423,0.020389766406
APPL60294817522,0.00897243855856
APPM80605571641,0.0145533004385
APPO70732754849,0.0143407557696
APPR90083345128,0.0134986439726
APPS40024724225,0.00905356198977
APPT10406402302,0.0282590097761
APPU60142311444,0.0249063577037
APPX40155362702,0.0141342799796
APPY80690085843,0.0164920552692
APPZ20729429941,0.0124445821875
APPA30531058029,0.062690853557
APPB80250096128,0.0123149740743
APPC40216184236,0.00874854493521
APPE30598585445,0.0144090252269
APPF10464165547,0.00894918348966
APPG20162638632,0.0176367401796
APPH90167759721,0.0122839426709
APPK10401968049,0.0102123817758
APPL80146029119,0.00900051923015
APPM80613619234,0.0113890235149
APPN70433746315,0.00901950280884
APPQ50809898611,0.0177753249006
APPR30401199701,0.0146037969612
APPT30401057907,0.00906186464167
APPU40338646029,0.0110740503501
APPV90359067103,0.0183872452133
APPW10851598244,0.0184039431833
APPX40611544343,0.00901942539529
APPZ50667726527,0.0133959609076
APPA60969495628,0.0140913737719
APPB10846839717,0.00898899767798
APPD70004475949,0.00908136500326
APPE10769524014,0.0107611005793
APPF20373584102,0.0120774682099
APPG80309102235,0.0142303141926
APPH70805423317,0.0124945244837
APPI30449607434,0.0185851604549
APPK40305944614,0.0135062654608
APPM80631303825,0.00999937820795
APPN30539354908,0.00988355848144
APPO30398314007,0.0187446939336
APPP10295059142,0.00875793025778
APPQ40182527233,0.0124417091883
APPR30592087313,0.0104425263184
APPS10451308445,0.015115751488
APPT20436718504,0.00938260244399
APPV10000594728,0.0183667339411
APPW70591476837,0.0399001779529
APPX90545539932,0.0142845656731
APPZ20555868104,0.0160023966019
APPB50601165302,0.00827723170443
APPC20734091446,0.0173753760196
APPD30922661508,0.0090449562117
APPG30388623817,0.0153731156791
APPI50436511029,0.0124370989501
APPK40504961223,0.0121037287802
APPL10249834346,0.0136720745441
APPM10566295434,0.0131157564921
APPN20971698507,0.0151475362776
APPQ40557318821,0.00889774390676
APPR10411907921,0.00998250702416
APPS60110651012,0.0133145799658
APPT90980498131,0.0285124950748
APPU30110017218,0.0186891968189
APPW20800678439,0.012554292978
APPY20781789607,0.00940710940295
APPA50891789808,0.0153757279238
APPB30105755939,0.0125858622565
APPC10078523014,0.0160423970472
APPD10297832113,0.0121402469608
APPF10931767336,0.0109037295891
APPG80133423412,0.010896946379
APPH30423329507,0.0431281924841
APPI70671544622,0.0148275297336
APPJ70709397705,0.00896608011143
APPK30507806814,0.0135872463329
APPL20563609928,0.00896608011143
APPN60526055126,0.00895642393615
APPO60496324234,0.00981515268048
APPP90372528312,0.0112920363134
APPQ50563508447,0.0089341230821
APPR60834219523,0.0136310390836
APPS90066401613,0.0120601145728
APPT60413282714,0.0483254413725
APPU80357653811,0.0136232323685
APPV50558107929,0.031946096949
APPW80305276026,0.0143771846722
APPX40140715111,0.0119667134109
APPY80579525228,0.00877280140179
APPA60414888433,0.0104876230413
APPB90587842501,0.0128796705683
APPC40254714615,0.0185642454617
APPD90427937716,0.011506549945
APPE40482289843,0.0121756879564
APPF90606858947,0.0173541238399
APPG20179041024,0.0273824928362
APPH10099261128,0.0205001289616
APPI80998283208,0.0128465748094
APPJ50706714349,0.00904114140085
APPK60768689411,0.0124337448146
APPL60280043529,0.0087868545905
APPM30351953604,0.00899817409172
